NodeID,PackageID,DeliverableID,DeliverableName,DeliverableType,ScopeItems,Objectives,ContextEnvelope,LifecycleState,ExecutionPath,ContextPath,DependenciesPath,HasFourDocumentKit,HasSemanticMatrix,HasSemanticLensing,HasReview,SourceRegister,Notes
DEL-07-01,PKG-07,DEL-07-01,3D viewport and centerline editor,UX_UI_SLICE,SOW-020,OBJ-006,L,CHECKING,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-01_3D viewport and centerline editor,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-01_3D viewport and centerline editor/_CONTEXT.md,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-01_3D viewport and centerline editor/_DEPENDENCIES.md,TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-07-02,PKG-07,DEL-07-02,Model tree and property inspector,UX_UI_SLICE,"SOW-020,SOW-021",OBJ-006,M,SEMANTIC_READY,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-02_Model tree and property inspector,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-02_Model tree and property inspector/_CONTEXT.md,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-02_Model tree and property inspector/_DEPENDENCIES.md,FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-07-03,PKG-07,DEL-07-03,"Material, component, and rule-pack editors",UX_UI_SLICE,SOW-021,OBJ-006,L,SEMANTIC_READY,"execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-03_Material, component, and rule-pack editors","execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-03_Material, component, and rule-pack editors/_CONTEXT.md","execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-03_Material, component, and rule-pack editors/_DEPENDENCIES.md",FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-07-04,PKG-07,DEL-07-04,Missing-data warning and blocking UX,UX_UI_SLICE,SOW-022,"OBJ-006,OBJ-011",M,SEMANTIC_READY,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-04_Missing-data warning and blocking UX,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-04_Missing-data warning and blocking UX/_CONTEXT.md,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-04_Missing-data warning and blocking UX/_DEPENDENCIES.md,FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-07-05,PKG-07,DEL-07-05,Results viewer,UX_UI_SLICE,SOW-023,"OBJ-006,OBJ-007",L,SEMANTIC_READY,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-05_Results viewer,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-05_Results viewer/_CONTEXT.md,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-05_Results viewer/_DEPENDENCIES.md,FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-07-06,PKG-07,DEL-07-06,Accessibility and usability baseline,UX_UI_SLICE,SOW-036,OBJ-006,M,SEMANTIC_READY,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-06_Accessibility and usability baseline,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-06_Accessibility and usability baseline/_CONTEXT.md,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-06_Accessibility and usability baseline/_DEPENDENCIES.md,FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-07-07,PKG-07,DEL-07-07,"Solve execution UX: progress, cancellation, and diagnostics",UX_UI_SLICE,SOW-055,"OBJ-006,OBJ-007",M,SEMANTIC_READY,"execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-07_Solve execution UX- progress, cancellation, and diagnostics","execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-07_Solve execution UX- progress, cancellation, and diagnostics/_CONTEXT.md","execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-07_Solve execution UX- progress, cancellation, and diagnostics/_DEPENDENCIES.md",FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-07-08,PKG-07,DEL-07-08,Design-authoring state and comparison workspace,UX_UI_SLICE,SOW-076,"OBJ-015,OBJ-016",L,MISSING_CONTROL_SURFACE,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-08_Design-authoring state and comparison workspace,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-08_Design-authoring state and comparison workspace/_CONTEXT.md,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-08_Design-authoring state and comparison workspace/_DEPENDENCIES.md,FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,REV05_NODE_ADDED_ABSENT_FROM_DAG001; CONTROL_SURFACE_MISSING_PROPOSED_PATH_ONLY
DEL-08-01,PKG-08,DEL-08-01,Calculation report generator,BACKEND_FEATURE_SLICE,SOW-024,OBJ-007,L,CHECKING,"execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-01_Calculation report generator","execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-01_Calculation report generator/_CONTEXT.md","execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-01_Calculation report generator/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-08-02,PKG-08,DEL-08-02,Audit manifest and model hash,BACKEND_FEATURE_SLICE,SOW-039,"OBJ-007,OBJ-012",M,CHECKING,"execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-02_Audit manifest and model hash","execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-02_Audit manifest and model hash/_CONTEXT.md","execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-02_Audit manifest and model hash/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-08-03,PKG-08,DEL-08-03,"Warnings, assumptions, and provenance report section",BACKEND_FEATURE_SLICE,SOW-024,"OBJ-007,OBJ-011",M,CHECKING,"execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-03_Warnings, assumptions, and provenance report section","execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-03_Warnings, assumptions, and provenance report section/_CONTEXT.md","execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-03_Warnings, assumptions, and provenance report section/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-08-04,PKG-08,DEL-08-04,Result export format,API_CONTRACT,SOW-046,"OBJ-007,OBJ-009",M,CHECKING,"execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-04_Result export format","execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-04_Result export format/_CONTEXT.md","execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-04_Result export format/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-08-05,PKG-08,DEL-08-05,Report protected-content linter,TEST_SUITE,SOW-043,"OBJ-002,OBJ-007",M,CHECKING,"execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-05_Report protected-content linter","execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-05_Report protected-content linter/_CONTEXT.md","execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-05_Report protected-content linter/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-08-06,PKG-08,DEL-08-06,"State, comparison, and handoff report sections",BACKEND_FEATURE_SLICE,SOW-024,"OBJ-007,OBJ-016,OBJ-017,OBJ-018",M,MISSING_CONTROL_SURFACE,"execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-06_State, comparison, and handoff report sections","execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-06_State, comparison, and handoff report sections/_CONTEXT.md","execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-06_State, comparison, and handoff report sections/_DEPENDENCIES.md",FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,REV05_NODE_ADDED_ABSENT_FROM_DAG001; CONTROL_SURFACE_MISSING_PROPOSED_PATH_ONLY
DEL-09-01,PKG-09,DEL-09-01,Mechanics benchmark suite,TEST_SUITE,SOW-026,OBJ-008,M,CHECKING,"execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-01_Mechanics benchmark suite","execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-01_Mechanics benchmark suite/_CONTEXT.md","execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-01_Mechanics benchmark suite/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-09-02,PKG-09,DEL-09-02,Stress recovery benchmark suite,TEST_SUITE,SOW-026,OBJ-008,M,CHECKING,"execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-02_Stress recovery benchmark suite","execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-02_Stress recovery benchmark suite/_CONTEXT.md","execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-02_Stress recovery benchmark suite/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-09-03,PKG-09,DEL-09-03,Nonlinear support regression suite,TEST_SUITE,SOW-026,OBJ-008,M,SEMANTIC_READY,"execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-03_Nonlinear support regression suite","execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-03_Nonlinear support regression suite/_CONTEXT.md","execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-03_Nonlinear support regression suite/_DEPENDENCIES.md",FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-09-04,PKG-09,DEL-09-04,Validation manual skeleton,DOC_UPDATE,SOW-027,"OBJ-008,OBJ-011",M,SEMANTIC_READY,"execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-04_Validation manual skeleton","execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-04_Validation manual skeleton/_CONTEXT.md","execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-04_Validation manual skeleton/_DEPENDENCIES.md",FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-09-05,PKG-09,DEL-09-05,Release quality gate checklist,CI_CD_CHANGE,"SOW-026,SOW-027",OBJ-008,M,SEMANTIC_READY,"execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-05_Release quality gate checklist","execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-05_Release quality gate checklist/_CONTEXT.md","execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-05_Release quality gate checklist/_DEPENDENCIES.md",FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-10-01,PKG-10,DEL-10-01,Public API and plugin boundary,API_CONTRACT,SOW-030,OBJ-009,M,CHECKING,"execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-01_Public API and plugin boundary","execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-01_Public API and plugin boundary/_CONTEXT.md","execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-01_Public API and plugin boundary/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-10-02,PKG-10,DEL-10-02,Import/export adapter framework,BACKEND_FEATURE_SLICE,SOW-030,OBJ-009,L,CHECKING,"execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-02_Import-export adapter framework","execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-02_Import-export adapter framework/_CONTEXT.md","execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-02_Import-export adapter framework/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-10-03,PKG-10,DEL-10-03,Local FEA handoff data contract,API_CONTRACT,"SOW-031,SOW-049",OBJ-009,M,SEMANTIC_READY,"execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-03_Local FEA handoff data contract","execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-03_Local FEA handoff data contract/_CONTEXT.md","execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-03_Local FEA handoff data contract/_DEPENDENCIES.md",FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-10-04,PKG-10,DEL-10-04,"Build, packaging, and CI/CD pipeline",CI_CD_CHANGE,SOW-032,"OBJ-008,OBJ-009",L,SEMANTIC_READY,"execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-04_Build, packaging, and CI-CD pipeline","execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-04_Build, packaging, and CI-CD pipeline/_CONTEXT.md","execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-04_Build, packaging, and CI-CD pipeline/_DEPENDENCIES.md",FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-10-05,PKG-10,DEL-10-05,Headless CLI and structured I/O analysis runner,BACKEND_FEATURE_SLICE,"SOW-054,SOW-032","OBJ-008,OBJ-009,OBJ-012",M,CHECKING,"execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-05_Headless CLI and structured I-O analysis runner","execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-05_Headless CLI and structured I-O analysis runner/_CONTEXT.md","execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-05_Headless CLI and structured I-O analysis runner/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-11-01,PKG-11,DEL-11-01,User guide skeleton,DOC_UPDATE,SOW-033,"OBJ-001,OBJ-011",M,SEMANTIC_READY,"execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-01_User guide skeleton","execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-01_User guide skeleton/_CONTEXT.md","execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-01_User guide skeleton/_DEPENDENCIES.md",FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-11-02,PKG-11,DEL-11-02,Developer guide for solver and rule packs,DOC_UPDATE,SOW-033,"OBJ-001,OBJ-002",M,SEMANTIC_READY,"execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-02_Developer guide for solver and rule packs","execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-02_Developer guide for solver and rule packs/_CONTEXT.md","execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-02_Developer guide for solver and rule packs/_DEPENDENCIES.md",FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-11-03,PKG-11,DEL-11-03,Theory notes: classical to modern centerline analysis,DOC_UPDATE,SOW-033,"OBJ-001,OBJ-003",M,SEMANTIC_READY,"execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-03_Theory notes- classical to modern centerline analysis","execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-03_Theory notes- classical to modern centerline analysis/_CONTEXT.md","execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-03_Theory notes- classical to modern centerline analysis/_DEPENDENCIES.md",FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-11-04,PKG-11,DEL-11-04,Invented educational example models,DOC_UPDATE,SOW-033,"OBJ-001,OBJ-008",M,SEMANTIC_READY,"execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-04_Invented educational example models","execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-04_Invented educational example models/_CONTEXT.md","execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-04_Invented educational example models/_DEPENDENCIES.md",FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-11-05,PKG-11,DEL-11-05,Contributor tutorial and onboarding,DOC_UPDATE,SOW-033,"OBJ-001,OBJ-002",S,SEMANTIC_READY,"execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-05_Contributor tutorial and onboarding","execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-05_Contributor tutorial and onboarding/_CONTEXT.md","execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-05_Contributor tutorial and onboarding/_DEPENDENCIES.md",FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-12-01,PKG-12,DEL-12-01,Local-first storage and private data paths,SECURITY_CONTROL,SOW-029,OBJ-010,M,CHECKING,"execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-01_Local-first storage and private data paths","execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-01_Local-first storage and private data paths/_CONTEXT.md","execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-01_Local-first storage and private data paths/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-12-02,PKG-12,DEL-12-02,Private data redaction and export controls,SECURITY_CONTROL,SOW-040,OBJ-010,M,SEMANTIC_READY,"execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-02_Private data redaction and export controls","execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-02_Private data redaction and export controls/_CONTEXT.md","execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-02_Private data redaction and export controls/_DEPENDENCIES.md",FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-12-03,PKG-12,DEL-12-03,Telemetry off-by-default design,SECURITY_CONTROL,SOW-037,OBJ-010,S,CHECKING,"execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-03_Telemetry off-by-default design","execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-03_Telemetry off-by-default design/_CONTEXT.md","execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-03_Telemetry off-by-default design/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-12-04,PKG-12,DEL-12-04,Secret and private-library handling,SECURITY_CONTROL,"SOW-040,SOW-029",OBJ-010,M,SEMANTIC_READY,"execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-04_Secret and private-library handling","execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-04_Secret and private-library handling/_CONTEXT.md","execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-04_Secret and private-library handling/_DEPENDENCIES.md",FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-12-05,PKG-12,DEL-12-05,Security threat model,DOC_UPDATE,SOW-040,OBJ-010,M,CHECKING,"execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-05_Security threat model","execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-05_Security threat model/_CONTEXT.md","execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-05_Security threat model/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-13-01,PKG-13,DEL-13-01,Design knowledge schema and provenance model,DATA_MODEL_CHANGE,SOW-067,OBJ-014,M,MISSING_CONTROL_SURFACE,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-01_Design knowledge schema and provenance model,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-01_Design knowledge schema and provenance model/_CONTEXT.md,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-01_Design knowledge schema and provenance model/_DEPENDENCIES.md,FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,REV05_NODE_ADDED_ABSENT_FROM_DAG001; CONTROL_SURFACE_MISSING_PROPOSED_PATH_ONLY
DEL-13-02,PKG-13,DEL-13-02,Constraint entity and provenance model,DATA_MODEL_CHANGE,"SOW-068,SOW-067","OBJ-014,OBJ-018",M,MISSING_CONTROL_SURFACE,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-02_Constraint entity and provenance model,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-02_Constraint entity and provenance model/_CONTEXT.md,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-02_Constraint entity and provenance model/_DEPENDENCIES.md,FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,REV05_NODE_ADDED_ABSENT_FROM_DAG001; CONTROL_SURFACE_MISSING_PROPOSED_PATH_ONLY
DEL-13-03,PKG-13,DEL-13-03,Constraint validation engine,BACKEND_FEATURE_SLICE,SOW-068,OBJ-014,M,MISSING_CONTROL_SURFACE,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-03_Constraint validation engine,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-03_Constraint validation engine/_CONTEXT.md,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-03_Constraint validation engine/_DEPENDENCIES.md,FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,REV05_NODE_ADDED_ABSENT_FROM_DAG001; CONTROL_SURFACE_MISSING_PROPOSED_PATH_ONLY
DEL-13-04,PKG-13,DEL-13-04,Physical-to-analytical transformation contract,BACKEND_FEATURE_SLICE,SOW-066,OBJ-014,L,MISSING_CONTROL_SURFACE,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-04_Physical-to-analytical transformation contract,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-04_Physical-to-analytical transformation contract/_CONTEXT.md,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-04_Physical-to-analytical transformation contract/_DEPENDENCIES.md,FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,REV05_NODE_ADDED_ABSENT_FROM_DAG001; CONTROL_SURFACE_MISSING_PROPOSED_PATH_ONLY
DEL-14-01,PKG-14,DEL-14-01,Immutable model state records,DATA_MODEL_CHANGE,SOW-071,OBJ-016,M,MISSING_CONTROL_SURFACE,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-01_Immutable model state records","execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-01_Immutable model state records/_CONTEXT.md","execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-01_Immutable model state records/_DEPENDENCIES.md",FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,REV05_NODE_ADDED_ABSENT_FROM_DAG001; CONTROL_SURFACE_MISSING_PROPOSED_PATH_ONLY
DEL-14-02,PKG-14,DEL-14-02,Analysis run records,DATA_MODEL_CHANGE,SOW-072,OBJ-016,M,MISSING_CONTROL_SURFACE,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-02_Analysis run records","execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-02_Analysis run records/_CONTEXT.md","execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-02_Analysis run records/_DEPENDENCIES.md",FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,REV05_NODE_ADDED_ABSENT_FROM_DAG001; CONTROL_SURFACE_MISSING_PROPOSED_PATH_ONLY
DEL-14-03,PKG-14,DEL-14-03,Model-state comparison engine,BACKEND_FEATURE_SLICE,"SOW-073,SOW-071",OBJ-016,L,MISSING_CONTROL_SURFACE,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-03_Model-state comparison engine","execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-03_Model-state comparison engine/_CONTEXT.md","execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-03_Model-state comparison engine/_DEPENDENCIES.md",FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,REV05_NODE_ADDED_ABSENT_FROM_DAG001; CONTROL_SURFACE_MISSING_PROPOSED_PATH_ONLY
