RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes
v3.1,DAG-001-E0135,PKG-05,DEL-05-02,Load-case algebra engine,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-01,DEL-00-01,Architecture decision record baseline,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-01_Architecture decision record baseline,DEL-05-02 requires SCA-001 architecture basis AB-00-01 from DEL-00-01 before sealed product-development execution.,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-02_Load-case algebra engine/_CONTEXT.md",Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-01; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0136,PKG-05,DEL-05-02,Load-case algebra engine,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-02,DEL-00-02,Repository and module boundary architecture,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-02_Repository and module boundary architecture,DEL-05-02 requires SCA-001 architecture basis AB-00-02 from DEL-00-02 before sealed product-development execution.,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-02_Load-case algebra engine/_CONTEXT.md",Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-02; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0137,PKG-05,DEL-05-02,Load-case algebra engine,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-03,DEL-00-03,Application service command-query-job model,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-03_Application service command-query-job model,DEL-05-02 requires SCA-001 architecture basis AB-00-03 from DEL-00-03 before sealed product-development execution.,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-02_Load-case algebra engine/_CONTEXT.md",Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-03; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0138,PKG-05,DEL-05-02,Load-case algebra engine,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-06,DEL-00-06,"Diagnostics, warning, and result-envelope contract","execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-06_Diagnostics, warning, and result-envelope contract",DEL-05-02 requires SCA-001 architecture basis AB-00-06 from DEL-00-06 before sealed product-development execution.,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-02_Load-case algebra engine/_CONTEXT.md",Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-06; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0139,PKG-05,DEL-05-02,Load-case algebra engine,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-08,DEL-00-08,Layered software test and acceptance strategy,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-08_Layered software test and acceptance strategy,DEL-05-02 requires SCA-001 architecture basis AB-00-08 from DEL-00-08 before sealed product-development execution.,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-02_Load-case algebra engine/_CONTEXT.md",Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-08; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0140,PKG-05,DEL-05-03,Fundamental stress recovery module,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-01,DEL-00-01,Architecture decision record baseline,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-01_Architecture decision record baseline,DEL-05-03 requires SCA-001 architecture basis AB-00-01 from DEL-00-01 before sealed product-development execution.,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-03_Fundamental stress recovery module/_CONTEXT.md",Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-01; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0141,PKG-05,DEL-05-03,Fundamental stress recovery module,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-02,DEL-00-02,Repository and module boundary architecture,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-02_Repository and module boundary architecture,DEL-05-03 requires SCA-001 architecture basis AB-00-02 from DEL-00-02 before sealed product-development execution.,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-03_Fundamental stress recovery module/_CONTEXT.md",Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-02; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0142,PKG-05,DEL-05-03,Fundamental stress recovery module,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-03,DEL-00-03,Application service command-query-job model,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-03_Application service command-query-job model,DEL-05-03 requires SCA-001 architecture basis AB-00-03 from DEL-00-03 before sealed product-development execution.,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-03_Fundamental stress recovery module/_CONTEXT.md",Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-03; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0143,PKG-05,DEL-05-03,Fundamental stress recovery module,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-06,DEL-00-06,"Diagnostics, warning, and result-envelope contract","execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-06_Diagnostics, warning, and result-envelope contract",DEL-05-03 requires SCA-001 architecture basis AB-00-06 from DEL-00-06 before sealed product-development execution.,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-03_Fundamental stress recovery module/_CONTEXT.md",Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-06; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0144,PKG-05,DEL-05-03,Fundamental stress recovery module,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-08,DEL-00-08,Layered software test and acceptance strategy,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-08_Layered software test and acceptance strategy,DEL-05-03 requires SCA-001 architecture basis AB-00-08 from DEL-00-08 before sealed product-development execution.,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-03_Fundamental stress recovery module/_CONTEXT.md",Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-08; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0145,PKG-05,DEL-05-04,Analysis status semantics,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-01,DEL-00-01,Architecture decision record baseline,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-01_Architecture decision record baseline,DEL-05-04 requires SCA-001 architecture basis AB-00-01 from DEL-00-01 before sealed product-development execution.,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-04_Analysis status semantics/_CONTEXT.md",Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-01; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0146,PKG-05,DEL-05-04,Analysis status semantics,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-02,DEL-00-02,Repository and module boundary architecture,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-02_Repository and module boundary architecture,DEL-05-04 requires SCA-001 architecture basis AB-00-02 from DEL-00-02 before sealed product-development execution.,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-04_Analysis status semantics/_CONTEXT.md",Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-02; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0147,PKG-05,DEL-05-04,Analysis status semantics,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-03,DEL-00-03,Application service command-query-job model,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-03_Application service command-query-job model,DEL-05-04 requires SCA-001 architecture basis AB-00-03 from DEL-00-03 before sealed product-development execution.,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-04_Analysis status semantics/_CONTEXT.md",Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-03; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0148,PKG-05,DEL-05-04,Analysis status semantics,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-06,DEL-00-06,"Diagnostics, warning, and result-envelope contract","execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-06_Diagnostics, warning, and result-envelope contract",DEL-05-04 requires SCA-001 architecture basis AB-00-06 from DEL-00-06 before sealed product-development execution.,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-04_Analysis status semantics/_CONTEXT.md",Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-06; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0149,PKG-05,DEL-05-04,Analysis status semantics,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-08,DEL-00-08,Layered software test and acceptance strategy,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-08_Layered software test and acceptance strategy,DEL-05-04 requires SCA-001 architecture basis AB-00-08 from DEL-00-08 before sealed product-development execution.,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-04_Analysis status semantics/_CONTEXT.md",Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-08; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0150,PKG-05,DEL-05-05,Concentrated and distributed user load application,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-01,DEL-00-01,Architecture decision record baseline,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-01_Architecture decision record baseline,DEL-05-05 requires SCA-001 architecture basis AB-00-01 from DEL-00-01 before sealed product-development execution.,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-05_Concentrated and distributed user load application/_CONTEXT.md",Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-01; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0151,PKG-05,DEL-05-05,Concentrated and distributed user load application,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-02,DEL-00-02,Repository and module boundary architecture,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-02_Repository and module boundary architecture,DEL-05-05 requires SCA-001 architecture basis AB-00-02 from DEL-00-02 before sealed product-development execution.,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-05_Concentrated and distributed user load application/_CONTEXT.md",Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-02; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0152,PKG-05,DEL-05-05,Concentrated and distributed user load application,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-03,DEL-00-03,Application service command-query-job model,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-03_Application service command-query-job model,DEL-05-05 requires SCA-001 architecture basis AB-00-03 from DEL-00-03 before sealed product-development execution.,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-05_Concentrated and distributed user load application/_CONTEXT.md",Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-03; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0153,PKG-05,DEL-05-05,Concentrated and distributed user load application,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-06,DEL-00-06,"Diagnostics, warning, and result-envelope contract","execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-06_Diagnostics, warning, and result-envelope contract",DEL-05-05 requires SCA-001 architecture basis AB-00-06 from DEL-00-06 before sealed product-development execution.,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-05_Concentrated and distributed user load application/_CONTEXT.md",Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-06; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0154,PKG-05,DEL-05-05,Concentrated and distributed user load application,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-08,DEL-00-08,Layered software test and acceptance strategy,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-08_Layered software test and acceptance strategy,DEL-05-05 requires SCA-001 architecture basis AB-00-08 from DEL-00-08 before sealed product-development execution.,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-05_Concentrated and distributed user load application/_CONTEXT.md",Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-08; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0155,PKG-06,DEL-06-01,Rule-pack schema,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-01,DEL-00-01,Architecture decision record baseline,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-01_Architecture decision record baseline,DEL-06-01 requires SCA-001 architecture basis AB-00-01 from DEL-00-01 before sealed product-development execution.,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-01_Rule-pack schema/_CONTEXT.md,Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-01; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0156,PKG-06,DEL-06-01,Rule-pack schema,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-02,DEL-00-02,Repository and module boundary architecture,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-02_Repository and module boundary architecture,DEL-06-01 requires SCA-001 architecture basis AB-00-02 from DEL-00-02 before sealed product-development execution.,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-01_Rule-pack schema/_CONTEXT.md,Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-02; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0157,PKG-06,DEL-06-01,Rule-pack schema,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-03,DEL-00-03,Application service command-query-job model,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-03_Application service command-query-job model,DEL-06-01 requires SCA-001 architecture basis AB-00-03 from DEL-00-03 before sealed product-development execution.,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-01_Rule-pack schema/_CONTEXT.md,Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-03; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0158,PKG-06,DEL-06-01,Rule-pack schema,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-04,DEL-00-04,Persistence and schema versioning architecture,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-04_Persistence and schema versioning architecture,DEL-06-01 requires SCA-001 architecture basis AB-00-04 from DEL-00-04 before sealed product-development execution.,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-01_Rule-pack schema/_CONTEXT.md,Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-04; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0159,PKG-06,DEL-06-01,Rule-pack schema,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-06,DEL-00-06,"Diagnostics, warning, and result-envelope contract","execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-06_Diagnostics, warning, and result-envelope contract",DEL-06-01 requires SCA-001 architecture basis AB-00-06 from DEL-00-06 before sealed product-development execution.,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-01_Rule-pack schema/_CONTEXT.md,Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-06; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0160,PKG-06,DEL-06-01,Rule-pack schema,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-07,DEL-00-07,API boundary and adapter contract map,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-07_API boundary and adapter contract map,DEL-06-01 requires SCA-001 architecture basis AB-00-07 from DEL-00-07 before sealed product-development execution.,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-01_Rule-pack schema/_CONTEXT.md,Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-07; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0161,PKG-06,DEL-06-01,Rule-pack schema,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-08,DEL-00-08,Layered software test and acceptance strategy,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-08_Layered software test and acceptance strategy,DEL-06-01 requires SCA-001 architecture basis AB-00-08 from DEL-00-08 before sealed product-development execution.,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-01_Rule-pack schema/_CONTEXT.md,Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-08; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0162,PKG-06,DEL-06-02,Sandboxed unit-aware expression evaluator,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-01,DEL-00-01,Architecture decision record baseline,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-01_Architecture decision record baseline,DEL-06-02 requires SCA-001 architecture basis AB-00-01 from DEL-00-01 before sealed product-development execution.,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-02_Sandboxed unit-aware expression evaluator/_CONTEXT.md,Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-01; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0163,PKG-06,DEL-06-02,Sandboxed unit-aware expression evaluator,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-02,DEL-00-02,Repository and module boundary architecture,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-02_Repository and module boundary architecture,DEL-06-02 requires SCA-001 architecture basis AB-00-02 from DEL-00-02 before sealed product-development execution.,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-02_Sandboxed unit-aware expression evaluator/_CONTEXT.md,Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-02; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
v3.1,DAG-001-E0164,PKG-06,DEL-06-02,Sandboxed unit-aware expression evaluator,EXECUTION,DELIVERABLE,UPSTREAM,ARCHITECTURE_BASIS,DELIVERABLE,PKG-00,DEL-00-03,DEL-00-03,Application service command-query-job model,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-03_Application service command-query-job model,DEL-06-02 requires SCA-001 architecture basis AB-00-03 from DEL-00-03 before sealed product-development execution.,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-02_Sandboxed unit-aware expression evaluator/_CONTEXT.md,Architecture Basis Injection / Applicable Basis IDs,Applicable Basis IDs include AB-00-03; PKG-00 at SEMANTIC_READY supplies dispatchable constraints.,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,CONTEXT,2026-04-30,2026-04-30,ACTIVE,Architecture-basis edge from SCA-001 context injection; does not mark PKG-00 as ISSUED.
