DeliverableID,PackageID,DeliverableName,LifecycleState,ExecutionPath,StatusPathState,ContextPathState,DependencyDocState,LocalDependenciesCsvState,ImplementationEvidenceState,Notes
DEL-14-01,PKG-14,Immutable model state records,CHECKING,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-01_Immutable model state records",PRESENT,PRESENT,PRESENT,PRESENT,COMMITTED,REV05_CONTROL_SURFACE_CREATED_BY_PREPARATION_2026_05_03; LOCAL_DEPENDENCY_MIRROR_REFRESHED_FROM_APPROVED_DAG002_2026_05_03; FOUR_DOCUMENT_SEMANTIC_LENS_WORKFLOW_COMPLETED_2026_05_04; DEV001_REV05_TRANCHE_D_WORKING_TREE_IMPLEMENTATION_2026_05_04; TRANCHE_D_IMPLEMENTATION_COMMITTED_dcdc1ac_PROMOTION_2026_05_04
DEL-14-02,PKG-14,Analysis run records,CHECKING,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-02_Analysis run records",PRESENT,PRESENT,PRESENT,PRESENT,COMMITTED,REV05_CONTROL_SURFACE_CREATED_BY_PREPARATION_2026_05_03; LOCAL_DEPENDENCY_MIRROR_REFRESHED_FROM_APPROVED_DAG002_2026_05_03; FOUR_DOCUMENT_SEMANTIC_LENS_WORKFLOW_COMPLETED_2026_05_04; DEV001_REV05_TRANCHE_E_WORKING_TREE_IMPLEMENTATION_2026_05_04; TRANCHE_E_IMPLEMENTATION_COMMITTED_002263b_PROMOTION_2026_05_04
DEL-14-03,PKG-14,Model-state comparison engine,CHECKING,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-03_Model-state comparison engine",PRESENT,PRESENT,PRESENT,PRESENT,COMMITTED,REV05_CONTROL_SURFACE_CREATED_BY_PREPARATION_2026_05_03; LOCAL_DEPENDENCY_MIRROR_REFRESHED_FROM_APPROVED_DAG002_2026_05_03; FOUR_DOCUMENT_SEMANTIC_LENS_WORKFLOW_COMPLETED_2026_05_04; DEV001_REV05_TRANCHE_G_CLOSEOUT_WORKING_TREE_EVIDENCE_2026_05_06; TRANCHE_G_IMPLEMENTATION_COMMITTED_24b5717_PROMOTION_2026_05_06
DEL-14-04,PKG-14,Analysis-run comparison engine,CHECKING,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-04_Analysis-run comparison engine",PRESENT,PRESENT,PRESENT,PRESENT,COMMITTED,REV05_CONTROL_SURFACE_CREATED_BY_PREPARATION_2026_05_03; LOCAL_DEPENDENCY_MIRROR_REFRESHED_FROM_APPROVED_DAG002_2026_05_03; FOUR_DOCUMENT_SEMANTIC_LENS_WORKFLOW_COMPLETED_2026_05_04; DEV001_REV05_TRANCHE_G_CLOSEOUT_WORKING_TREE_EVIDENCE_2026_05_06; TRANCHE_G_IMPLEMENTATION_COMMITTED_24b5717_PROMOTION_2026_05_06
DEL-14-05,PKG-14,"Comparison mapping, tolerance, and export contracts",CHECKING,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-05_Comparison mapping, tolerance, and export contracts",PRESENT,PRESENT,PRESENT,PRESENT,COMMITTED,REV05_CONTROL_SURFACE_CREATED_BY_PREPARATION_2026_05_03; LOCAL_DEPENDENCY_MIRROR_REFRESHED_FROM_APPROVED_DAG002_2026_05_03; FOUR_DOCUMENT_SEMANTIC_LENS_WORKFLOW_COMPLETED_2026_05_04; DEV001_REV05_TRANCHE_F_WORKING_TREE_IMPLEMENTATION_2026_05_04; TRANCHE_F_IMPLEMENTATION_COMMITTED_05878bf_PROMOTION_2026_05_04
DEL-15-01,PKG-15,Canonical handoff package schema and manifest,CHECKING,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-01_Canonical handoff package schema and manifest,PRESENT,PRESENT,PRESENT,PRESENT,COMMITTED,REV05_CONTROL_SURFACE_CREATED_BY_PREPARATION_2026_05_03; LOCAL_DEPENDENCY_MIRROR_REFRESHED_FROM_APPROVED_DAG002_2026_05_03; FOUR_DOCUMENT_SEMANTIC_LENS_WORKFLOW_COMPLETED_2026_05_04; DEV001_REV05_TRANCHE_F_WORKING_TREE_IMPLEMENTATION_2026_05_04; TRANCHE_F_IMPLEMENTATION_COMMITTED_05878bf_PROMOTION_2026_05_04
DEL-15-02,PKG-15,Target mapping and unsupported-behavior contract,CHECKING,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-02_Target mapping and unsupported-behavior contract,PRESENT,PRESENT,PRESENT,PRESENT,COMMITTED,REV05_CONTROL_SURFACE_CREATED_BY_PREPARATION_2026_05_03; LOCAL_DEPENDENCY_MIRROR_REFRESHED_FROM_APPROVED_DAG002_2026_05_03; FOUR_DOCUMENT_SEMANTIC_LENS_WORKFLOW_COMPLETED_2026_05_04; TRANCHE_H_IMPLEMENTATION_COMMITTED_2026_05_06
DEL-15-03,PKG-15,Downstream modeling export workflow,CHECKING,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-03_Downstream modeling export workflow,PRESENT,PRESENT,PRESENT,PRESENT,COMMITTED,REV05_CONTROL_SURFACE_CREATED_BY_PREPARATION_2026_05_03; LOCAL_DEPENDENCY_MIRROR_REFRESHED_FROM_APPROVED_DAG002_2026_05_03; FOUR_DOCUMENT_SEMANTIC_LENS_WORKFLOW_COMPLETED_2026_05_04; TRANCHE_I_IMPLEMENTATION_COMMITTED_2026_05_06
DEL-15-04,PKG-15,External prover boundary metadata,CHECKING,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-04_External prover boundary metadata,PRESENT,PRESENT,PRESENT,PRESENT,COMMITTED,REV05_CONTROL_SURFACE_CREATED_BY_PREPARATION_2026_05_03; LOCAL_DEPENDENCY_MIRROR_REFRESHED_FROM_APPROVED_DAG002_2026_05_03; FOUR_DOCUMENT_SEMANTIC_LENS_WORKFLOW_COMPLETED_2026_05_04; DEV001_REV05_TRANCHE_J_CLOSEOUT_WORKING_TREE_EVIDENCE_2026_05_07; TRANCHE_J_IMPLEMENTATION_COMMITTED_68d863b_PROMOTION_2026_05_07
DEL-16-01,PKG-16,Structured model operation schema,CHECKING,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-01_Structured model operation schema,PRESENT,PRESENT,PRESENT,PRESENT,COMMITTED,REV05_CONTROL_SURFACE_CREATED_BY_PREPARATION_2026_05_03; LOCAL_DEPENDENCY_MIRROR_REFRESHED_FROM_APPROVED_DAG002_2026_05_03; FOUR_DOCUMENT_SEMANTIC_LENS_WORKFLOW_COMPLETED_2026_05_04; DEV001_REV05_TRANCHE_E_WORKING_TREE_IMPLEMENTATION_2026_05_04; TRANCHE_E_IMPLEMENTATION_COMMITTED_002263b_PROMOTION_2026_05_04
DEL-16-02,PKG-16,Operation validation and diff preview,CHECKING,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-02_Operation validation and diff preview,PRESENT,PRESENT,PRESENT,PRESENT,COMMITTED,REV05_CONTROL_SURFACE_CREATED_BY_PREPARATION_2026_05_03; LOCAL_DEPENDENCY_MIRROR_REFRESHED_FROM_APPROVED_DAG002_2026_05_03; FOUR_DOCUMENT_SEMANTIC_LENS_WORKFLOW_COMPLETED_2026_05_04; TRANCHE_H_IMPLEMENTATION_COMMITTED_2026_05_06
DEL-16-03,PKG-16,User acceptance and operation audit trail,CHECKING,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-03_User acceptance and operation audit trail,PRESENT,PRESENT,PRESENT,PRESENT,COMMITTED,REV05_CONTROL_SURFACE_CREATED_BY_PREPARATION_2026_05_03; LOCAL_DEPENDENCY_MIRROR_REFRESHED_FROM_APPROVED_DAG002_2026_05_03; FOUR_DOCUMENT_SEMANTIC_LENS_WORKFLOW_COMPLETED_2026_05_04; TRANCHE_I_IMPLEMENTATION_COMMITTED_2026_05_06
DEL-16-04,PKG-16,Agent rationale and professional-boundary controls,CHECKING,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-04_Agent rationale and professional-boundary controls,PRESENT,PRESENT,PRESENT,PRESENT,COMMITTED,REV05_CONTROL_SURFACE_CREATED_BY_PREPARATION_2026_05_03; LOCAL_DEPENDENCY_MIRROR_REFRESHED_FROM_APPROVED_DAG002_2026_05_03; FOUR_DOCUMENT_SEMANTIC_LENS_WORKFLOW_COMPLETED_2026_05_04; DEV001_REV05_TRANCHE_J_CLOSEOUT_WORKING_TREE_EVIDENCE_2026_05_07; TRANCHE_J_IMPLEMENTATION_COMMITTED_68d863b_PROMOTION_2026_05_07
